bank,bm_code,city,property_type,project_name,address,lot_area_sqm,floor_area_sqm,price,description,latitude,longitude,geocode_source,gmaps_formatted_address
Bank of Commerce,111-2023003372,Mandaue City,Residential - Condominium Unit,Amaia Steps Mandaue,Unit 532 Tower 1 Amaia Steps Mandaue Plaridel Street Corner UN Avenue Barangay Alangalang Mandaue City,0.0,32.84,3613000,condominium unit,10.339164,123.9553647,Google Maps API,"Plaridel St, Alang-alang, Mandaue, 6014 Cebu, Philippines"
Bank of Commerce,41211,Lapu-Lapu City,Residential - House and Lot,Villa Verna Subd,Lot 27 Blk4 Villa Verna Subd Bgy Marigondon Lapu-Lapu City,732.0,0.0,7833000,residential lot with improvement,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,62510,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 29 Blk 3 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,130.0,0.0,1339000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62511,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 30 Blk 3 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,128.0,0.0,1319000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62512,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 31 Blk 3 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,145.0,0.0,1494000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62513,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 32 Blk 3 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,182.0,0.0,1875000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62514,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 33 Blk 3 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,58.0,0.0,598000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62515,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 34 Blk 3 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,382.0,0.0,3935000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62516,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 36 Blk 3 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,40.0,0.0,412000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62517,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 35 Blk 3 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,220.0,0.0,2266000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62523,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 42 Blk 3 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,140.0,0.0,1442000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62524,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 43 Blk 3 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,130.0,0.0,1339000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62527,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 46 Blk 3 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,130.0,0.0,1339000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62532,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 51 Blk 3 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,289.0,0.0,3122000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62533,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 52 Blk 3 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,265.0,0.0,2862000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62534,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 53 Blk 3 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,260.0,0.0,2678000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62539,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 4 Blk 4 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,134.0,0.0,1381000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62542,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 7 Blk 4 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,124.0,0.0,1439000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62556,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 1 Blk 5 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,273.0,0.0,4095000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62581,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 13 Blk 9 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,176.0,0.0,1812000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62582,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 14 Blk 9 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,217.0,0.0,2236000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62594,Lapu-Lapu City,Residential - House and Lot,Villa Illuminada Subd,Lot 7 Blk 8 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,125.0,0.0,2922000,residential lot with improvement,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62618,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 25 Blk 9 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,135.0,0.0,1391000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62620,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 26 Blk 9 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,136.0,0.0,1578000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62621,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 27 Blk 9 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,136.0,0.0,1578000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,62622,Lapu-Lapu City,Residential - Vacant Lot,Villa Illuminada Subd,Lot 28 Blk 9 Villa Illuminada Subd Brgy Pajac Lapu-Lapu City,136.0,0.0,1578000,residential vacant lot,10.2930556,123.9857702,Google Maps API,"7XVP+68C Parpado Residence, Access Road, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,110-2021001083,Lapu-Lapu City,Residential - Condominium Unit,8 Newtown Boulevard,Unit 9C Cluster 4 9/F 8 Newtown Boulevard Mactan Newtown Brgy Mactan Lapu-Lapu City,0.0,49.6,7490000,condominium unit,10.3085676,124.0139063,Google Maps API,"8 Newtown Blvd, Lapu-Lapu, 6015 Cebu, Philippines"
Bank of Commerce,110-2013003030,Lapu-Lapu City,Residential - Townhouse,BF Homes,Lot 16 Blk 5 BF Homes Fuentes Road Agus Pajac Lapu-Lapu City,44.0,0.0,2997000,townhouse,10.2946976,123.9954801,Google Maps API,"7XVW+V5H, Mactan, Lapu-Lapu, Cebu, Philippines"
Bank of Commerce,91958,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,3620-R Villa Verna Subdivision Bo Bulacao Talisay City,100.0,0.0,1250000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,91960,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,3620-T Villa Verna Subdivision Bo Bulacao Talisay City,100.0,0.0,1250000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,91964,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,3620-X Villa Verna Subdivision Bo Bulacao Talisay City,100.0,0.0,1250000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,91972,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,3620-FF Villa Verna Subdivision Bo Bulacao Talisay City,150.0,0.0,1875000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,91973,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,3620-GG Villa Verna Subdivision Bo Bulacao Talisay City,149.0,0.0,1863000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,91978,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,3620-LL Villa Verna Subdivision Brgy Bulacao Talisay City,110.0,0.0,1375000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,91980,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,3620-NN Villa Verna Subdivision Bo Bulacao Talisay City,161.0,0.0,2013000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92264,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 1 Blk 1 Villa Verna Subdivision Bo Bulacao Talisay City,1043.0,0.0,13038000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92306,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 4 Blk 4 Villa Verna Subdivision Bo Bulacao Talisay City,100.0,0.0,1250000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92315,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 13 Blk 4 Villa Verna Subdivision Bo Bulacao Talisay City,100.0,0.0,1250000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92329,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 11 Blk 5 Villa Verna Subdivision Bo Bulacao Talisay City,100.0,0.0,1250000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92330,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 12 Blk 5 Villa Verna Subdivision Bo Bulacao Talisay City,100.0,0.0,1250000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92366,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 8 Blk 8 Villa Verna Subdivision Bo Bulacao Talisay City,100.0,0.0,1250000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92372,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 2 Blk 9 Villa Verna Subdivision Bo Bulacao Talisay City,112.0,0.0,1501000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92373,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 3 Blk 9 Villa Verna Subdivision Bo Bulacao Talisay City,100.0,0.0,1250000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92374,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 4 Blk 9 Villa Verna Subdivision Bo Bulacao Talisay City,100.0,0.0,1250000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92375,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 5 Blk 9 Villa Verna Subdivision Bo Bulacao Talisay City,100.0,0.0,1250000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92376,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 6 Blk 9 Villa Verna Subdivision Bo Bulacao Talisay City,100.0,0.0,1250000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92381,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 11 Blk 9 Villa Verna Subdivision Bo Bulacao Talisay City,119.0,0.0,1595000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92383,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 1 Blk 10 Villa Verna Subdivision Bo Bulacao Talisay City,132.0,0.0,1769000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92385,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 3 Blk 10 Villa Verna Subdivision Bo Bulacao Talisay City,100.0,0.0,1250000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92394,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 12 Blk 10 Villa Verna Subdivision Bo Bulacao Talisay City,134.0,0.0,1675000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92396,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 14 Blk 10 Villa Verna Subdivision Bo Bulacao Talisay City,112.0,0.0,1400000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92402,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 5 Blk 11 Villa Verna Subdivision Bo Bulacao Talisay City,100.0,0.0,1250000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92404,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 7 Blk 11 Villa Verna Subdivision Bo Bulacao Talisay City,149.0,0.0,1997000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,92408,Talisay City,Residential - Vacant Lot,Villa Verna Subdivision,Lot 11 Blk 11 Villa Verna Subdivision Bo Bulacao Talisay City,99.0,0.0,1238000,residential vacant lot,10.2734993,123.8459926,Google Maps API,"Villa verna subdivision, Talisay, Cebu, Philippines"
Bank of Commerce,T-54021,Minglanilla,Residential - Vacant Lot,,Lot 9205 Sitio Abono Hills Brgy Tunghaan Minglanilla Cebu,9049.29,0.0,22493000,agri-residential vacant lot,10.2411953,123.7837669,Google Maps API,"6QRM+FGC, Abuno, Minglanilla, Cebu, Philippines"
Bank of Commerce,T-54022,Minglanilla,Residential - Vacant Lot,,Lot 10649 Brgy Pitago 2 Minglanilla Cebu,3811.0,0.0,5717000,residential vacant lot,10.2411953,123.7837669,Google Maps API,"6QRM+FGC, Abuno, Minglanilla, Cebu, Philippines"
Bank of Commerce,163050,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 12 Blk 14 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,3150000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163332,Cebu City,Residential - House and Lot,South Hills Subd,Lot 14 Blk 14 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,3150000,residential lot with improvement,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163333,Cebu City,Residential - House and Lot,South Hills Subd,Lot 15 Blk 14 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,3150000,residential lot with improvement,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163334,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 16 Blk 14 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,3150000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163335,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 17 Blk 14 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,3150000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163336,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 18 Blk 14 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,3150000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163338,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 20 Blk 14 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,3150000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163588,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 48 Blk 13 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,3150000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163590,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 50 Blk 13 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,3150000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163591,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 51 Blk 13 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,3150000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163740,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 3 Blk 31 South Hills Subd Brgy Buhisan Cebu City,300.0,0.0,4980000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163741,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 4 Blk 31 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163742,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 5 Blk 31 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163743,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 6 Blk 31 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163744,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 7 Blk 31 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163745,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 8 Blk 31 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163746,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 9 Blk 31 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163747,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 10 Blk 31 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163749,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 12 Blk 31 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163768,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 13 Blk 31 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163771,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 16 Blk 31 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163774,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 19 Blk 31 South Hills Subd Brgy Buhisan Cebu City,123.0,0.0,2041000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163775,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 23 Blk 31 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163776,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 24 Blk 31 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,163782,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 43 Blk 1 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,164017,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 44 Blk 1 South Hills Subd Brgy Buhisan Cebu City,98.0,0.0,1627000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,164018,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 45 Blk 1 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,164019,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 46 Blk 1 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,164020,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 47 Blk 1 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,164021,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 48 Blk 1 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
Bank of Commerce,164022,Cebu City,Residential - Vacant Lot,South Hills Subd,Lot 49 Blk 1 South Hills Subd Brgy Buhisan Cebu City,150.0,0.0,2490000,residential vacant lot,10.3087756,123.8606478,Google Maps API,"8V64+8WJ South Hills Subdivision, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines"
