Province,City,Barangay,Street_Subdivision,Vicinity,Classification,Zonal_Value,DO_No,Effectivity_Date,Source
UNKNOWN,UNKNOWN,UNKNOWN,NEPTUNE ST.,F LLAMAS ST-FILTRO,RR*,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLATINUM ST.,F LLAMAS ST-FILTRO,RR*,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,PEARL ST.,F LLAMAS ST-FILTRO,RR*,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,RUBY ST.,F LLAMAS ST-FILTRO,RR*,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SAN PEDRO ST.,F LLAMAS ST-FILTRO,RR,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SAPPHIRE ST.,F LLAMAS ST-FILTRO,RR*,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SATURN ST.,F LLAMAS ST-FILTRO,RR*,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SILVER ST.,F LLAMAS ST-FILTRO,RR*,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SITIO HIDDEN VALLEY,F LLAMAS ST-FILTRO,RR*,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SITIO HIDDEN VALLEY,F LLAMAS ST-FILTRO,A,2340.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SITIO HOYA,F LLAMAS ST-FILTRO,RR,9360.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SITIO HOYA,F LLAMAS ST-FILTRO,A,2340.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SITIO KAIMBOL,F LLAMAS ST-FILTRO,RR,9360.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SITIO KAIMBOL,F LLAMAS ST-FILTRO,A,2340.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,Province                         :  CEBU,F LLAMAS ST-FILTRO,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SITIO SAN MIGUEL RD.,V I C I N I T Y,RR*,9360.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SUN FLOWER,V I C I N I T Y,RR,9360.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,TISA FILTER SITE,V I C I N I T Y,RR,9360.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,TISA FILTER SITE,V I C I N I T Y,A,3430.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,URANUS ST.,V I C I N I T Y,RR*,9360.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,VENUS ST.,V I C I N I T Y,RR*,9360.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,V I C I N I T Y,CR,21740.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,V I C I N I T Y,RR,8360.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,INTERIOR,RR,5990.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,INTERIOR,A50,2340.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,INTERIOR,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SUBDIVISIONS,INTERIOR,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ARCENAS HIGHLANDS SUBD PHASE 1,INTERIOR,RR*,30000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,BAYANIHAN VILLAGE,INTERIOR,RR,18100.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,CABALLERO COMPOUND,INTERIOR,RR,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,CABARRUBIAS COMPOUND,INTERIOR,RR*,15000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,CASA ROSITA SUBDIVISION,INTERIOR,RR,35000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,DONA ESPERANZA VILL,KATIPUNAN ST,RR,18884.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,EL ORLANDO/TOMLYN'S COMPD.,KATIPUNAN ST,RR,12260.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,F GOCHAN VILLAGE,KATIPUNAN ST,RR,19276.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,FELINA VILL NEIGHBOR,KATIPUNAN ST,RR,19388.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,HAPI-HAPI COMPOUND,KATIPUNAN ST,RR,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,HILLS VIEW SUBDIVISION,KATIPUNAN ST,RR,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,HILLSVIEW COMMUNITY ASS'N,KATIPUNAN ST,RR,13100.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,KADASIG PHASE I,KATIPUNAN ST,RR,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,KADASIG PHASE II,KATIPUNAN ST,RR,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,KADASIG PHASE III,KATIPUNAN ST,RR,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,LA PALOMA VILLAGE,KATIPUNAN ST,RR,20000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,LAPIÑA COMPOUND,KATIPUNAN ST,RR,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,LOWER SOUTH HILLS,KATIPUNAN ST,RR*,20000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,MAYA VILLAGE,KATIPUNAN ST,RR,16776.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,MERCADO SUBDIVISION,KATIPUNAN ST,RR,16720.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,MILANG SUBDIVISION,KATIPUNAN ST,RR,16720.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,MOHON 1,KATIPUNAN ST,RR*,16720.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,MOHON 2,KATIPUNAN ST,RR*,16720.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,MOHON TISA RES ASS. INC. SUBD,KATIPUNAN ST,RR,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,MOUNTAIN BREEZE SUBD.,KATIPUNAN ST,RR,12540.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,NAYA VILLAGE,KATIPUNAN ST,RR,16160.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,NENENG COMPOUND,F. LLAMAS ST,RR,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ODEVILAS SUBDIVISION,F. LLAMAS ST,RR,16720.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,OLIVA SUBDIVISION,SITIO KALUBIHAN,RR,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,Province                         :  CEBU,SITIO KALUBIHAN,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,RIVA RIDGE SUBD,V I C I N I T Y,RR,16776.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ROCKY HILLS,V I C I N I T Y,RR,11980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SAN AGUSTIN VILLAGE,V I C I N I T Y,RR,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SAN JOSE VILLAGE,V I C I N I T Y,CR,20900.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SAN JOSE VILLAGE,V I C I N I T Y,RR,15600.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SOUTH HILLS SUBDIVISION,V I C I N I T Y,RR,18400.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,STA TERESITA VILL,V I C I N I T Y,RR,16776.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SOUTH VERDANA SUBD.,V I C I N I T Y,RR*,15000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,TISA HILLS VILL & NS,V I C I N I T Y,RR,13772.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,VILLA ELENA,V I C I N I T Y,RR,13100.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,VILLA ISIDRA,F LLAMAS ST,RR,13772.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER SUBDIVISIONS,F LLAMAS ST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,(Formerly All Other Existing Subdivision),F LLAMAS ST,RR***,10980.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,(Formerly New Subdivision),SOCIALIZED / LOW COST,RR***,9200.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,NEW SUBDIVISION,SOCIALIZED / LOW COST,RR**,0.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,NEW SUBDIVISION,SOCIALIZED / LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUMS,SOCIALIZED / LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,SOCIALIZED / LOW COST,CC**,0.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,SOCIALIZED / LOW COST,RC**,0.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,SOCIALIZED / LOW COST,PS**,0.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,URBAN DECA HOMES,SOCIALIZED / LOW COST,RC,80000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER CONDOMINIUMS,SOCIALIZED / LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,17 STOREYS & UP,SOCIALIZED / LOW COST,CC*,105000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,17 STOREYS & UP,SOCIALIZED / LOW COST,RC*,100000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,17 STOREYS & UP,SOCIALIZED / LOW COST,PS*,65000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,8 - 16 STOREYS,SOCIALIZED / LOW COST,CC*,100000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,8 - 16 STOREYS,SOCIALIZED / LOW COST,RC*,95000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,8 - 16 STOREYS,SOCIALIZED / LOW COST,PS*,60000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,1 - 7 STOREYS,SOCIALIZED / LOW COST,CC*,95000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,1 - 7 STOREYS,SOCIALIZED / LOW COST,RC*,90000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,1 - 7 STOREYS,SOCIALIZED / LOW COST,PS*,60000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SOCIALIZED / LOW-COST,SOCIALIZED / LOW COST,CC*,85000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SOCIALIZED / LOW-COST,SOCIALIZED / LOW COST,RC,80000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SOCIALIZED / LOW-COST,SOCIALIZED / LOW COST,PS*,50000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,*         NEW,SOCIALIZED / LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,Province                         : CEBU,SOCIALIZED / LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,Province                         : CEBU,SOCIALIZED / LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,City/Municipality           : CEBU CITY SOUTH,SOCIALIZED / LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,City/Municipality           : CEBU CITY SOUTH,SOCIALIZED / LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL AREAS ALONG THE ROAD,V I C I N I T Y,CR*,2250.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,(Formerly Suburban Areas With Road),V I C I N I T Y,RR***,1840.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,(Formerly Suburban Areas With Road),V I C I N I T Y,A50***,1310.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL INTERIOR AREAS,V I C I N I T Y,RR***,1310.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,(Formerly Suburban Areas Without Road),V I C I N I T Y,A50***,655.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,RURAL BARANGAY,V I C I N I T Y,RR**,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,RURAL BARANGAY,V I C I N I T Y,A50**,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,RURAL BARANGAY,V I C I N I T Y,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SUBDIVISIONS,V I C I N I T Y,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL SUBDIVISIONS,V I C I N I T Y,RR***,9480.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,(Formerly New Subdivision),SOCIALIZED/ LOW COST,RR***,4600.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,(Formerly New Subdivision),SOCIALIZED/ LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUMS,SOCIALIZED/ LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,17 STOREYS & UP,SOCIALIZED/ LOW COST,CC*,105000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,17 STOREYS & UP,SOCIALIZED/ LOW COST,RC*,100000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,17 STOREYS & UP,SOCIALIZED/ LOW COST,PS*,65000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,8 - 16 STOREYS,SOCIALIZED/ LOW COST,CC*,100000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,8 - 16 STOREYS,SOCIALIZED/ LOW COST,RC*,95000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,8 - 16 STOREYS,SOCIALIZED/ LOW COST,PS*,60000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,1 - 7 STOREYS,SOCIALIZED/ LOW COST,CC*,95000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,1 - 7 STOREYS,SOCIALIZED/ LOW COST,RC*,90000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,1 - 7 STOREYS,SOCIALIZED/ LOW COST,PS*,60000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SOCIALIZED/LOW-COST,SOCIALIZED/ LOW COST,CC*,85000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SOCIALIZED/LOW-COST,SOCIALIZED/ LOW COST,RC*,80000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SOCIALIZED/LOW-COST,SOCIALIZED/ LOW COST,PS*,50000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SOCIALIZED/LOW-COST,SOCIALIZED/ LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,*         NEW,SOCIALIZED/ LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,CERTAIN GUIDELINES IN THE IMPLEMENTATION OF ZONAL VALUE OF REAL PROPERTIES FOR,SOCIALIZED/ LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
