Province,City,Barangay,Street_Subdivision,Vicinity,Classification,Zonal_Value,DO_No,Effectivity_Date,Source
UNKNOWN,UNKNOWN,UNKNOWN,R PADIN STREET,INT LOTS EAST R PADIN,A1,1100.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,J AGRAVANTE STREET,T AGRAVANTE-J CABALLERO,RR,1350.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,J AGRAVANTE STREET,PROV'L RD-SOTOMAYOR,RR,1350.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,G TABOADA STREET,B TABOADA-L CABALLERO,RR,1350.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,INTERIOR AREAS 50 METERS,"BLOCK BNDED BY J RIZAL, T AGRAVANTE & J CABALLERO",RR,1100.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,INTERIOR AREAS 50 METERS,"BLOCK BNDED BY AGRAVANTE, J CABALLERO, PROV' RD",RR,1350.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,INTERIOR AREAS 50 METERS,"BLOCK BNDED BY R PADIN, J",**A,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,INTERIOR AREAS 50 METERS,"J CABALLERO, NAT'L HI-WAY & PROV'L ROAD",A50,1350.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,INTERIOR AREAS 50 METERS,"BLOCK BNDED BY PROV'L RD,",**A,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,INTERIOR AREAS 50 METERS,"T DIVINAGRACIA, L CABALLERO & G TABOADA",A50,1100.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,INTERIOR AREAS EXCLUDING,"BLOCK BNDED BY R PADIN, J",**A,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,SCHOOL COMPOUND,"NAT'L HIWAY, PROV'L RD & L EJERCITO",A50,1100.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,INTERIOR AREAS BEHIND,ALONG T CABALLEROS TREET,**A,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,HEALTH CENTER,ALONG T CABALLEROS TREET,A50,1100.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,OTHER INTERIOR AREAS,ALONG T CABALLEROS TREET,**A,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,OTHER INTERIOR AREAS,ALONG T CABALLEROS TREET,A50,1100.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,*referred as Provincial Road,ALONG T CABALLEROS TREET,nan,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PROVINCE                  : CEBU,ALONG T CABALLEROS TREET,nan,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL LOTS,BARANGAY ROAD,RR,90.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL LOTS,BARANGAY ROAD,A50,65.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL LOTS,INTERIOR,RR,65.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,CULTIVATED TO CROPS,INTERIOR,A1,45.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,CULTIVATED TO CROPS,INTERIOR,A2,45.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLANTED TO COCONUT/ ORCHARD,INTERIOR,A1,65.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLANTED TO COCONUT/ ORCHARD,INTERIOR,A2,45.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,FOREST/TIMBER LAND,INTERIOR,**A1,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,FOREST/TIMBER LAND,INTERIOR,**A2,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,FOREST/TIMBER LAND,INTERIOR,A36,45.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/OPEN RANGE,INTERIOR,**A1,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/OPEN RANGE,INTERIOR,**A2,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/OPEN RANGE,INTERIOR,A15,45.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/OPEN RANGE,INTERIOR,A50,30.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,*erroneously spelled as Alawihao,INTERIOR,nan,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,ZONE/ BARANGAY    : BALHAAN,INTERIOR,nan,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,*NATIONAL ROAD,-,RR,450.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,*NATIONAL ROAD,-,A50,350.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,INTERIOR,-,RR,400.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,INTERIOR,SEASHORE,A39,1500.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,INTERIOR,RESORT,A40,2000.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,CULTIVATED CROPS,RESORT,A1,200.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,CULTIVATED CROPS,RESORT,A2,200.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLANTED TO COCONUT/ORCHARD,RESORT,A1,200.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLANTED TO COCONUT/ORCHARD,RESORT,A2,200.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,MARSHLAND/SWAMPS,RESORT,**A3,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,MARSHLAND/SWAMPS,RESORT,A7,200.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,MANGROVE,RESORT,A24,150.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/OPEN RANGE,RESORT,**A1,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/OPEN RANGE,RESORT,**A2,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/OPEN RANGE,RESORT,A15,125.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/OPEN RANGE,OTHER AGRICULTURAL LANDS,A50,90.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,*referred as Provincial Road,OTHER AGRICULTURAL LANDS,nan,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PROVINCE                  : CEBU,OTHER AGRICULTURAL LANDS,nan,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,*NATIONAL ROAD,-,RR,350.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,*NATIONAL ROAD,-,A50,200.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,INTERIOR,-,RR,400.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,INTERIOR,SEASHORE,A39,1500.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,BARANGAY ROAD,SEASHORE,**A,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,BARANGAY ROAD,SEASHORE,A50,200.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,BUILT-UP AREA,SEASHORE,CR,450.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,BUILT-UP AREA,FISHPOND,A6,250.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,CULTIVATED CROPS,FISHPOND,A1,90.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,CULTIVATED CROPS,FISHPOND,A2,80.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLANTED TO COCONUT/ ORCHARD,FISHPOND,***A1,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLANTED TO COCONUT/ ORCHARD,FISHPOND,***A2,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLANTED TO COCONUT/ ORCHARD,FISHPOND,A4,80.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,MARSHLAND/SWAMPS,FISHPOND,A7,200.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,MANGROVE,FISHPOND,A24,200.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,FOREST/ TIMBER LAND,FISHPOND,***A1,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,FOREST/ TIMBER LAND,FISHPOND,***A2,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,FOREST/ TIMBER LAND,FISHPOND,A36,150.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/ OPEN RANGE,FISHPOND,***A1,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/ OPEN RANGE,FISHPOND,***A2,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/ OPEN RANGE,FISHPOND,A15,90.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/ OPEN RANGE,OTHER AGRICULTURAL LANDS,A50,90.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,*referred as Provincial Road,OTHER AGRICULTURAL LANDS,nan,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PROVINCE                  : CEBU,OTHER AGRICULTURAL LANDS,nan,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,NATIONAL ROAD,-,RR,200.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,NATIONAL ROAD,OTHER AGRICULTURAL LANDS,A50,90.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,BARANGAY ROAD,OTHER AGRICULTURAL LANDS,RR,135.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,BARANGAY ROAD,OTHER AGRICULTURAL LANDS,A50,70.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,INTERIOR,OTHER AGRICULTURAL LANDS,RR,110.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,CULTIVATED CROPS,OTHER AGRICULTURAL LANDS,A1,45.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,CULTIVATED CROPS,OTHER AGRICULTURAL LANDS,A2,45.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLANTED TO COCONUT/ORCHARD,OTHER AGRICULTURAL LANDS,*A1,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLANTED TO COCONUT/ORCHARD,OTHER AGRICULTURAL LANDS,*A2,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLANTED TO COCONUT/ORCHARD,OTHER AGRICULTURAL LANDS,A4,45.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,FOREST/TIMBER LAND,OTHER AGRICULTURAL LANDS,*A1,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,FOREST/TIMBER LAND,OTHER AGRICULTURAL LANDS,*A2,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,FOREST/TIMBER LAND,OTHER AGRICULTURAL LANDS,A4,45.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/OPEN RANGE,OTHER AGRICULTURAL LANDS,*A1,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/OPEN RANGE,OTHER AGRICULTURAL LANDS,*A2,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/OPEN RANGE,OTHER AGRICULTURAL LANDS,A4,45.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/OPEN RANGE,OTHER AGRICULTURAL LANDS,A50,35.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,ZONE/ BARANGAY    : BASIAO,OTHER AGRICULTURAL LANDS,nan,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL LOTS,BARANGAY ROAD,RR,125.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL LOTS,BARANGAY ROAD,A50,70.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL LOTS,INTERIOR,RR,90.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,CULTIVATED TO CROPS,INTERIOR,A1,55.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,CULTIVATED TO CROPS,INTERIOR,A2,55.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLANTED TO COCONUT/ORCHARD,INTERIOR,*A1,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLANTED TO COCONUT/ORCHARD,INTERIOR,*A2,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLANTED TO COCONUT/ORCHARD,INTERIOR,A4,55.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,FOREST/ TIMBER LAND,INTERIOR,*A1,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,FOREST/ TIMBER LAND,INTERIOR,*A2,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,FOREST/ TIMBER LAND,INTERIOR,A36,55.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/ OPEN RANGE,INTERIOR,*A1,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/ OPEN RANGE,INTERIOR,*A2,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/ OPEN RANGE,INTERIOR,A15,55.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/ OPEN RANGE,OTHER AGRICULTURAL LANDS,A50,35.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PROVINCE                  : CEBU,OTHER AGRICULTURAL LANDS,nan,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,*NATIONAL ROAD,-,RR,350.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,*NATIONAL ROAD,OTHER AGRICULTURAL LANDS,A50,300.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,*NATIONAL ROAD,INTERIOR,RR,330.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,BARANGAY ROAD,INTERIOR,**A,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,BARANGAY ROAD,INTERIOR,RR,190.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,BARANGAY ROAD,SEASHORE,A39,1500.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,CULTIVATED CROPS,SEASHORE,A1,150.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,CULTIVATED CROPS,SEASHORE,A2,150.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLANTED TO COCONUT/ORCHARD,SEASHORE,***A1,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLANTED TO COCONUT/ORCHARD,SEASHORE,***A2,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLANTED TO COCONUT/ORCHARD,SEASHORE,A4,150.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,MARSHLAND/SWAMPS,SEASHORE,A3,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,MARSHLAND/SWAMPS,SEASHORE,A6,150.0,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
UNKNOWN,UNKNOWN,UNKNOWN,PASTURE/OPEN RANGE,SEASHORE,A1,,UNKNOWN,"December 3, 2020","RDO No. 83 -Talisay City, CebuWeb.xls [Sheet 7 (032-20)]"
